STATUS | wrapper  | main    | 2023/10/31 09:44:20.318 | --> Wrapper Started as Daemon
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] workflow->(catalog,platformservices) 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] comments->workflow 2211.FP1 [p*ci]
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.678 | INFO  [localhost-startStop-2] [hybrisserver] ---------------------------------------------------------------
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.778 | INFO  [localhost-startStop-2] [Licence] ##########################################################################
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.778 | INFO  [localhost-startStop-2] [Licence] This Hybris licence is only for demo or develop usage and is valid for 30 days.
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.778 | INFO  [localhost-startStop-2] [Licence] After this time you have to reinitialize database to continue your work.
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.778 | INFO  [localhost-startStop-2] [Licence] Remaining days ====> 30
INFO   | jvm 1    | main    | 2023/10/31 09:44:23.778 | INFO  [localhost-startStop-2] [Licence] ##########################################################################
INFO   | jvm 1    | main    | 2023/10/31 09:44:24.979 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<global>> spring config from extension (core) located in (global-core-spring.xml,core-cache.xml,global-servicelayer-spring.xml,global-core-jmx-spring.xml,global-statistics-spring.xml) took: (146.1 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.180 | INFO  [localhost-startStop-2] [HybrisContextFactory] - Refreshing SpringContext (Global context) took: (211.1 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.180 | INFO  [localhost-startStop-2] [HybrisContextFactory] Initializing <<global>> Spring ApplicationContext took: (389.9 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.280 | INFO  [localhost-startStop-2] [EHCacheRegion] EHCacheRegion entityCacheRegion, eviction policy FIFO, size 100000
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.280 | INFO  [localhost-startStop-2] [EHCacheRegion] EHCacheRegion queryCacheRegion, eviction policy FIFO, size 20000
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.280 | INFO  [localhost-startStop-2] [EHCacheRegion] EHCacheRegion sessionCacheRegion, eviction policy LRU, size 50000
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Regioncache initialized with region count 7
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: typesystemCacheRegion, size: 0, types: [81, 82, 83, 84, 87], statistics: true, class: class de.hybris.platform.regioncache.region.impl.UnlimitedCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: entityCacheRegion, size: 100000, types: [__ALL_TYPES__, __NO_QUERY__], exclusive computation: false, statistics: true, class: class de.hybris.platform.regioncache.region.impl.EHCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: queryCacheRegion, size: 20000, types: [__QUERY_CACHE__], exclusive computation: false, statistics: true, class: class de.hybris.platform.regioncache.region.impl.EHCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: mediaCacheRegion, size: 0, types: [__MEDIA__cache], statistics: true, class: class de.hybris.platform.media.storage.impl.MediaCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: scriptsCacheRegion, size: 0, types: [__SCRIPT__], statistics: true, class: class de.hybris.platform.scripting.engine.internal.cache.impl.ScriptsCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: sessionCacheRegion, size: 50000, types: [__SESSION__], exclusive computation: false, statistics: true, class: class de.hybris.platform.regioncache.region.impl.EHCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Cache region: Name: relationCacheRegion, size: 0, types: [Relation], statistics: true, class: class de.hybris.platform.cache.relation.RelationCacheRegion
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.380 | INFO  [localhost-startStop-2] [DefaultCacheController] Registered Listener RegionCacheAdapter(31) - <<master>> on cache controller. Currently registered 1
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.580 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (core) located in (core-spring.xml,persistence-spring.xml,core-media-spring.xml,core-profiling-spring.xml,core-jmx-spring.xml,core-filter-spring.xml,servicelayer-spring.xml,user-spring.xml,security-spring.xml,media-spring.xml,i18n-spring.xml,interceptor-spring.xml,event-spring.xml) took: (168.4 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.580 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (commons) located in (commons-spring.xml) took: (6.020 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.580 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (scripting) located in (scripting-spring.xml) took: (6.812 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.681 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (processing) located in (processing-spring.xml,cronjob-spring.xml,task-spring.xml,processengine-spring.xml,processing-jmx-spring.xml,processing-distributed-spring.xml) took: (47.34 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.681 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (impex) located in (impex-spring.xml) took: (9.599 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.681 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (validation) located in (validation-spring.xml) took: (12.53 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.681 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (europe1) located in (europe1-spring.xml) took: (6.665 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.781 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (platformservices) located in (catalog-spring.xml,order-spring.xml,product-spring.xml,category-spring.xml,classification-spring.xml,jobs-spring.xml,converters-spring.xml,audit-spring.xml) took: (61.94 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.781 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (hac) located in (hac-spring.xml) took: (6.953 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.781 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (oauth2) located in (oauth2-spring.xml) took: (9.055 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.781 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (workflow) located in (workflow-spring.xml) took: (7.205 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:25.781 | INFO  [localhost-startStop-2] [HybrisContextFactory] Loading <<application>> spring config <master> from extension (comments) located in (comments-spring.xml) took: (9.337 ms)
INFO   | jvm 1    | main    | 2023/10/31 09:44:26.281 | INFO  [localhost-startStop-2] [LazyInitOverrideBeanFactoryPostProcessor] Setting lazy-init='false' for configuration beans
INFO   | jvm 1    | main    | 2023/10/31 09:44:27.182 | INFO  [localhost-startStop-2] [DefaultCacheController] Registered Listener de.hybris.platform.media.storage.impl.DefaultLocalMediaFileCacheService$MediaCacheLifecycleCallback@412cf169 on cache controller. Currently registered 2
INFO   | jvm 1    | main    | 2023/10/31 09:44:27.583 | INFO  [localhost-startStop-2] [HybrisSpringSessionFilter] Hybris Spring Session filter disabled
INFO   | jvm 1    | main    | 2023/10/31 09:44:27.583 | INFO  [localhost-startStop-2] [Reflections] Reflections took 56 ms to scan 1 urls, producing 10 keys and 23 values 
INFO   | jvm 1    | main    | 2023/10/31 09:44:27.683 | INFO  [localhost-startStop-2] [Reflections] Reflections took 0 ms to scan 1 urls, producing 2 keys and 5 values 
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.385 | INFO  [localhost-startStop-2] [ListMergeDirectiveBeanPostProcessor] Post Processing ListMergeDirective [priceProcessorsMergeDirective] on Bean [defaultPriceProcessors]
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.485 | INFO  [localhost-startStop-2] [ListMergeDirectiveBeanPostProcessor] Post Processing ListMergeDirective [discountProcessorsMergeDirective] on Bean [defaultDiscountProcessors]
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.485 | INFO  [localhost-startStop-2] [ListMergeDirectiveBeanPostProcessor] Post Processing ListMergeDirective [taxProcessorsMergeDirective] on Bean [defaultTaxProcessors]
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.485 | INFO  [localhost-startStop-2] [PricingCustomizationDetector] PDT smart calculation mode is enabled (pdt.calculation.mode=smart). This setting is not recommended for production environment.
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart memoryChart
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart threadsChart
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart osChart
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart sessionsChart
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart taskQueueSizeChart_master
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart taskQueuePoolingSizeChart_master
INFO   | jvm 1    | main    | 2023/10/31 09:44:28.685 | INFO  [localhost-startStop-2] [StatisticsService] adding chart dbConnectionsInUseChart_master
INFO   | jvm 1    | main    | 2023/10/31 09:44:29.587 | INFO  [localhost-startStop-2] [HybrisContextFactory] - Refreshing SpringContext (hybris Application context - master) took: (3.756 s)
INFO   | jvm 1    | main    | 2023/10/31 09:44:29.587 | INFO  [localhost-startStop-2] [HybrisContextFactory] Initializing application Spring ApplicationContext for tenant master  took: (4.115 s)
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.093 | INFO  [localhost-startStop-2] [BlockingTenantStartupNotifier] Scheduling 15 tenant startup listeners to be notified for tenant <<master>>
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.093 | INFO  [localhost-startStop-1] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.093 | INFO  [localhost-startStop-1] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [AfterSaveEventPublisher-master] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [AfterSaveEventPublisher-master] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-2] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-2] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-4] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-4] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Starting notifing listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Executing startup listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.core.JMXBeanLoader@17b8b8e2 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.core.JMXBeanLoader@17b8b8e2 has finished successfully in 41.33 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.cluster.DefaultBroadcastService$1$1@1252a54 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [DefaultBroadcastService] updating cluster island ID -1->15486885088317632
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.cluster.DefaultBroadcastService$1$1@1252a54 has finished successfully in 4.360 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.094 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.cronjob.jalo.CronJobManager$CronJobTenantListener@39a755d4 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [DefaultTaskService] Task engine starting up (min:10 max:10 idle:20s interval:10s)
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [Task-master-poll] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [Task-master-poll] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.cronjob.jalo.CronJobManager$CronJobTenantListener@39a755d4 has finished successfully in 31.72 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.spring.HybrisRequestScope$1@14df6869 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.spring.HybrisRequestScope$1@14df6869 has finished successfully in 14.89 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.servicelayer.internal.model.impl.ModelContextProxy$2@4544f636 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.servicelayer.internal.model.impl.ModelContextProxy$2@4544f636 has finished successfully in 33.60 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.jalo.user.UserManager$1@4d97241e for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.jalo.user.UserManager$1@4d97241e has finished successfully in 38.67 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.directpersistence.selfhealing.impl.DefaultSelfHealingService$2@2ffa3861 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.directpersistence.selfhealing.impl.DefaultSelfHealingService$2@2ffa3861 has finished successfully in 4.887 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [BatchSelfHealingItemsRunner] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [BatchSelfHealingItemsRunner] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.regioncache.region.impl.DefaultCleanUpQueryCacheRegionService$1@69efc577 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.regioncache.region.impl.DefaultCleanUpQueryCacheRegionService$1@69efc577 has finished successfully in 1.117 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.masterserver.impl.StatisticsPublisher$1@4e0b5f30 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [CleanUpQueryCacheRegionScheduledRunner] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [CleanUpQueryCacheRegionScheduledRunner] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.masterserver.impl.StatisticsPublisher$1@4e0b5f30 has finished successfully in 798.1 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.servicelayer.web.session.persister.AsyncSessionPersister$1@6560b2d5 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [AsyncSessionPersister] No need to start async session persister since asynchronous session persistence is not configured.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.194 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.servicelayer.web.session.persister.AsyncSessionPersister$1@6560b2d5 has finished successfully in 893.2 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.util.config.RuntimeConfigUpdateListener@63c825a0 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [RuntimeConfigRefreshRunner (master)] [BlockingTenantStartupNotifier] Other thread is already notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [RuntimeConfigRefreshRunner (master)] [BlockingTenantStartupNotifier] Waiting for other thread to finish notifying listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.util.config.RuntimeConfigUpdateListener@63c825a0 has finished successfully in 1.545 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.servicelayer.interceptor.impl.UniqueAttributesInterceptor$1@6fe6af7d for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.servicelayer.interceptor.impl.UniqueAttributesInterceptor$1@6fe6af7d has finished successfully in 43.09 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.order.strategies.calculation.impl.internal.PricingCustomizationDetector$PricingCustomizationDetectorListener@29fa5c81 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.order.strategies.calculation.impl.internal.PricingCustomizationDetector$PricingCustomizationDetectorListener@29fa5c81 has finished successfully in 141.7 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.jalo.JaloSession$1@7323fde7 for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.jalo.JaloSession$1@7323fde7 has finished successfully in 41.03 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Notifying de.hybris.platform.cache.relation.RelationCacheUnit$1@30d2c17e for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] de.hybris.platform.cache.relation.RelationCacheUnit$1@30d2c17e has finished successfully in 15.62 μs.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] All listeners for tenant <<master>> have been notified in 93.37 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-3] [BlockingTenantStartupNotifier] Finished notifing listeners for tenant <<master>>.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-1] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 94.33 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-2] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 94.17 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [AfterSaveEventPublisher-master] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 94.27 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 94.40 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [Task-master-poll] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 20.04 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [Task-master-poll] [DefaultTaskService] Polling thread started.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [BatchSelfHealingItemsRunner] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 8.730 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [CleanUpQueryCacheRegionScheduledRunner] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 8.271 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [RuntimeConfigRefreshRunner (master)] [BlockingTenantStartupNotifier] Finished waiting for tenant <<master>> in 9.349 ms.
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [Task-master-poll] [DefaultModelConverterRegistry] loading model converters: 
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [Task-master-poll] [DefaultModelConverterRegistry] 	pre-fetch mode:default
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Using default implementation of TenantStartupNotifier for tenant <<junit>>[1220275348]
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Instantiating de.hybris.platform.core.BlockingTenantStartupNotifier for tenant <<junit>>[1220275348].
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Using default implementation of TenantStartupNotifier for tenant <<t1>>[1638658355]
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Instantiating de.hybris.platform.core.BlockingTenantStartupNotifier for tenant <<t1>>[1638658355].
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Using default implementation of TenantStartupNotifier for tenant <<t2>>[1517289858]
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Instantiating de.hybris.platform.core.BlockingTenantStartupNotifier for tenant <<t2>>[1517289858].
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Using default implementation of TenantStartupNotifier for tenant <<foo>>[-1284944557]
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.195 | INFO  [localhost-startStop-4] [TenantStartupNotifier] Instantiating de.hybris.platform.core.BlockingTenantStartupNotifier for tenant <<foo>>[-1284944557].
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created master data source DataSourceImpl<<junit/master>>
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "alt1"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "alt2"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "a"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "b"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "c"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "d"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "e"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.295 | INFO  [localhost-startStop-4] (junit) [AbstractTenant] Created alternative data source "f"
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.596 | INFO  [localhost-startStop-3] [RemoveDefaultSessionFixationStrategyBeanPostProcessor] Removed Spring default SessionFixationProtectionStrategy, since HybrisSessionFixationProtectionStrategy is already defined
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.696 | INFO  [localhost-startStop-3] [HybrisContextLoaderListener] Registered HttpSession timeout listener for '/processing'
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.896 | INFO  [localhost-startStop-1] [RemoveDefaultSessionFixationStrategyBeanPostProcessor] Removed Spring default SessionFixationProtectionStrategy, since HybrisSessionFixationProtectionStrategy is already defined
INFO   | jvm 1    | main    | 2023/10/31 09:44:35.896 | INFO  [localhost-startStop-4] (junit) [HybrisContextFactory] Loading <<application>> spring config <junit> from extension (core) located in (core-spring.xml,core-media-spring.xml,persistence-spring.xml,core-profiling-spring.xml,core-jmx-spring.xml,core-filter-spring.xml,servicelayer-spring.xml,user-spring.xml,security-spring.xml,media-spring.xml,i18n-spring.xml,interceptor-spring.xml,event-spring.xml,test/test-core-spring.xml,test/test-impex-spring.xml) took: (289.7 ms)
